Site,Y,Species,DBH,D1,D2,D3,D4,D5,D6,HEIGHT,BB,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,0.7,N,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,0.5,Y,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,1,N,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,0.5,N,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,0.7,N,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,1.6,Y,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,0.3,N,,
PJC,2015,PIED,2.8,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,2.85,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,2.9,2.5,4.4,3.6,2.7,0,0,2.1,Y,,
PJC,2014,PIED,2.9,2.25,0,0,0,0,0,2,Y,,
PJC,2014,PIED,2.9,2.5,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,0.6,Y,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,0.5,N,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,2.9,2.25,2.6,0,0,0,0,2.1,Y,,
PJC,2014,PIED,2.9,0,0,0,0,0,0,3,Y,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,1.6,N,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,1.55,Y,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,2.6,N,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,2,N,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,1.9,Y,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,0.6,N,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,2.2,N,,
PJC,2015,PIED,2.9,5.8,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,1.2,Y,,
PJC,2015,PIED,2.9,2.1,0,0,0,0,0,1.7,Y,,
PJC,2015,PIED,2.9,0,0,0,0,0,0,0.8,Y,,
PJC,2014,PIED,2.95,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3,2,1.9,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3,3.4,2.2,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3,3,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,3,3.4,3.4,0,0,0,0,2,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3,2.6,2.3,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,0.7,Y,,
PJC,2014,PIED,3,6.1,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,3,2.4,2.3,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,0.9,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,2.3,N,,
PJC,2014,PIED,3,5.5,0,0,0,0,0,3.5,Y,,
PJC,2014,PIED,3,0,0,0,0,0,0,2.7,Y,,
PJC,2015,PIED,3,0,0,0,0,0,0,0.5,N,,
PJC,2015,PIED,3,0,0,0,0,0,0,2.1,N,,
PJC,2015,PIED,3,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,3,0,0,0,0,0,0,0.6,N,,
PJC,2015,PIED,3,0,0,0,0,0,0,0.6,N,,
PJC,2015,PIED,3,0,0,0,0,0,0,2,N,,
PJC,2015,PIED,3,0,0,0,0,0,0,2.35,Y,,
PJC,2015,PIED,3,0,0,0,0,0,0,1.7,N,,
PJC,2015,PIED,3,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,3,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,3,0,0,0,0,0,0,1.9,N,,
PJC,2015,PIED,3,0,0,0,0,0,0,2.9,,,
PJC,2015,PIED,3,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,3,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,3,2.4,0,0,0,0,0,0.6,Y,,
PJC,2015,PIED,3,0,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,3.05,3,0,0,0,0,0,2,Y,,
PJC,2014,PIED,3.1,2.4,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.1,0,0,0,0,0,0,1.1,Y,,
PJC,2014,PIED,3.1,0,0,0,0,0,0,0.6,N,,
PJC,2014,PIED,3.1,2.2,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.1,2,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.1,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,0.95,Y,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,1.4,N,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,0.6,N,,
PJC,2015,PIED,3.1,5.3,0,0,0,0,0,2.9,Y,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,0.4,N,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,0.7,Y,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,1.9,Y,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,0.6,N,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,3.1,0,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,3.2,5,6.6,0,0,0,0,3.25,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.2,2.5,3.1,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,1.6,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,3.2,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,1.7,N,,
PJC,2015,PIED,3.2,7,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,3.2,3.4,0,0,0,0,0,1.7,N,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,0.7,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,1.9,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,3.2,2.2,2.8,0,0,0,0,2.1,N,,
PJC,2015,PIED,3.2,2.6,0,0,0,0,0,2,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,3.2,0,0,0,0,0,0,0.5,Y,,
PJC,2014,PIED,3.25,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.25,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,1.5,Y,,
PJC,2014,PIED,3.3,2,3.8,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,0.5,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.3,4.2,2.7,3.25,0,0,0,2.1,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.3,2.9,4.7,0,0,0,0,2.8,Y,,
PJC,2014,PIED,3.3,3.55,3.1,0,0,0,0,2.9,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.3,0,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,1.7,N,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,0.3,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,2.3,N,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,1.6,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,0.6,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,3.5,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,1.5,N,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,1,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,0.7,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,1,Y,,
PJC,2015,PIED,3.3,0,0,0,0,0,0,0.8,Y,,
PJC,2014,PIED,3.4,3.5,2.3,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.4,2.8,3.8,3.7,3,2.6,0,2,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.4,1.9,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,1,Y,,
PJC,2014,PIED,3.4,2.7,2.15,2.1,0,0,0,2.3,Y,,
PJC,2014,PIED,3.4,2.9,3.4,2.9,0,0,0,2.3,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,1.4,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,0.8,N,,
PJC,2014,PIED,3.4,3,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3.4,6.4,0,0,0,0,0,3.2,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,3,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.4,3.5,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3.4,5.3,4.4,0,0,0,0,2.8,Y,,
PJC,2014,PIED,3.4,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,1,N,,
PJC,2015,PIED,3.4,2.9,2.8,0,0,0,0,2,N,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,2.4,N,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,1,N,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,2.3,N,,
PJC,2015,PIED,3.4,3.9,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,1,Y,,
PJC,2015,PIED,3.4,3,2.7,0,0,0,0,2.5,N,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,1.9,N,,
PJC,2015,PIED,3.4,3.6,0,0,0,0,0,1,Y,,
PJC,2015,PIED,3.4,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,3.4,2.7,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.41,0,0,0,0,0,0,2.29,Y,,
PJC,2014,PIED,3.5,3.1,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2.65,Y,,
PJC,2014,PIED,3.5,3.2,0,0,0,0,0,3,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,3.5,5.2,6.1,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2.35,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,0.65,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,0.6,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,0.6,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,0.6,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,1.7,Y,,
PJC,2014,PIED,3.5,3,3.1,0,0,0,0,1.9,N,,
PJC,2014,PIED,3.5,0,0,0,0,0,0,2.4,Y,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.5,Y,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.3,N,,
PJC,2015,PIED,3.5,3.9,0,0,0,0,0,2.4,N,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.3,N,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,3.5,5.3,0,0,0,0,0,2.7,N,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.5,N,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.9,N,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,3.5,3,0,0,0,0,0,1.3,N,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1,N,,
PJC,2015,PIED,3.5,3.5,0,0,0,0,0,2,Y,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,0.7,N,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.9,Y,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,0.5,Y,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,2.8,Y,,
PJC,2015,PIED,3.5,0,0,0,0,0,0,1.7,N,,
PJC,2014,PIED,3.52,2.75,0,0,0,0,0,1.7,Y,,
PJC,2014,PIED,3.55,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.6,4.9,0,0,0,0,0,0.6,N,,
PJC,2014,PIED,3.6,0,0,0,0,0,0,1.7,Y,,
PJC,2014,PIED,3.6,2.7,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.6,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,3.6,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,3.6,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,3.6,2.5,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,3.6,4.2,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,3.6,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.6,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,3.6,4.3,0,0,0,0,0,3.2,Y,,
PJC,2014,PIED,3.6,0,0,0,0,0,0,1.2,Y,,
PJC,2014,PIED,3.6,2.85,3.35,0,0,0,0,2.7,Y,,
PJC,2014,PIED,3.6,0,0,0,0,0,0,2.3,N,,
PJC,2014,PIED,3.6,3.3,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,1.7,N,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,1.5,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2.8,N,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2.2,N,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2,N,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,1.2,Y,,
PJC,2015,PIED,3.6,0,0,0,0,0,0,3.2,Y,,
PJC,2014,PIED,3.65,4.9,0,0,0,0,0,0.9,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,1.6,Y,,
PJC,2014,PIED,3.7,2.5,0,0,0,0,0,2.25,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,3.7,5.7,0,0,0,0,0,2.65,Y,,
PJC,2014,PIED,3.7,2.2,2.4,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,1.6,Y,,
PJC,2014,PIED,3.7,3.2,6.1,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,3,Y,,
PJC,2014,PIED,3.7,2.5,2.8,0,0,0,0,2.8,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,3.7,3.65,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.7,4,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.7,0,0,0,0,0,0,1.7,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,0.45,N,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,0.8,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.3,N,,
PJC,2015,PIED,3.7,7.9,0,0,0,0,0,1.8,N,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.6,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,0.7,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,2.9,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.1,N,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,0.7,N,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1,N,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,2.9,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.5,N,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.6,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.6,N,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.6,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,1.9,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,3.7,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.75,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,3.75,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,3.75,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,0.8,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,3.8,5.3,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,3.8,2.4,2.9,2.6,1.8,1.9,0,2.9,Y,,
PJC,2014,PIED,3.8,3.3,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,1.1,N,,
PJC,2014,PIED,3.8,0,0,0,0,0,0,1.2,Y,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,0.75,N,,
PJC,2015,PIED,3.8,4.7,0,0,0,0,0,2.9,Y,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,2.1,N,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,1.2,Y,,
PJC,2015,PIED,3.8,5.6,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,3.8,3.1,5.3,5.1,0,0,0,3.2,Y,,
PJC,2015,PIED,3.8,2.2,0,0,0,0,0,2.4,Y,,
PJC,2015,PIED,3.8,4.7,2.8,0,0,0,0,2,Y,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,1,N,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,2.9,Y,,
PJC,2015,PIED,3.8,0,0,0,0,0,0,0.7,Y,,
PJC,2014,PIED,3.85,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,1.6,Y,,
PJC,2014,PIED,3.9,2.5,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,3.9,4.9,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,3.9,4.55,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.9,2.9,4.75,3,4.7,0,0,2.3,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.9,4.3,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,3.9,2.9,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,3.9,5.2,3.7,4,4.4,4.4,0,2.6,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,1.4,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,1.5,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,3.9,2.5,2.6,0,0,0,0,3.2,Y,,
PJC,2014,PIED,3.9,2.1,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,3.9,0,0,0,0,0,0,2.3,N,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.2,Y,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,3.9,3.1,0,0,0,0,0,1.1,N,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.3,N,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.5,Y,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.9,Y,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.4,N,,
PJC,2015,PIED,3.9,4.2,4.1,0,0,0,0,2.7,,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,0.7,N,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,3.9,0,0,0,0,0,0,3.1,Y,,
PJC,2014,PIED,3.95,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,3.95,0,0,0,0,0,0,0.7,N,,
PJC,2014,PIED,3.95,4.2,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,3,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.25,Y,,
PJC,2014,PIED,4,3,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,4,4.5,4.1,0,0,0,0,3.1,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,0.9,Y,,
