Site,Y,Species,DBH,D1,D2,D3,D4,D5,D6,HEIGHT,BB,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,1,Y,,
PJC,2014,PIED,4,2.5,3.1,3.75,0,0,0,2.5,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,3.1,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,3.1,Y,,
PJC,2014,PIED,4,0,0,0,0,0,0,1.4,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,2.4,N,,
PJC,2015,PIED,4,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,4,0,0,0,0,0,0,0.6,N,,
PJC,2015,PIED,4,3.7,3.1,1.8,0,0,0,2.7,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,0.85,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,2.8,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,1.4,N,,
PJC,2015,PIED,4,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,1.4,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,4,0,0,0,0,0,0,3,N,,
PJC,2015,PIED,4,0,0,0,0,0,0,0.85,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,1.3,N,,
PJC,2015,PIED,4,0,0,0,0,0,0,1.1,N,,
PJC,2015,PIED,4,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,4,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,4,0,0,0,0,0,0,1,N,,
PJC,2014,PIED,4.05,0,0,0,0,0,0,2.5,N,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.1,4,0,0,0,0,0,1.6,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,2.25,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,1.8,N,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,1.4,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.1,4.8,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.1,2.6,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,2,N,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.1,2.7,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,0.9,N,,
PJC,2014,PIED,4.1,2.7,2.8,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.1,4.5,0,0,0,0,0,3,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,0.6,N,,
PJC,2014,PIED,4.1,4.7,3.3,5.5,0,0,0,2.8,Y,,
PJC,2014,PIED,4.1,0,0,0,0,0,0,3,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,1.1,N,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,0.8,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,3,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,3,Y,,
PJC,2015,PIED,4.1,7.5,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,1.6,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,4.1,0,0,0,0,0,0,3.6,Y,,
PJC,2014,PIED,4.15,0,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,4.16,0,0,0,0,0,0,3.5,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,1.7,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,4.2,2.5,0,0,0,0,0,1.6,Y,,
PJC,2014,PIED,4.2,3.3,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.2,3,3.5,0,0,0,0,1.9,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,0.9,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,1.4,Y,,
PJC,2014,PIED,4.2,2.6,2.6,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.2,4.5,4.2,0,0,0,0,2,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,1.4,N,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.2,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1,N,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.3,N,,
PJC,2015,PIED,4.2,6.1,0,0,0,0,0,1.25,N,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1.45,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1.9,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,0.6,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.7,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.4,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,4.2,4.6,0,0,0,0,0,2.7,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.3,N,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1.4,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1.4,N,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1.6,N,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1.7,N,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,4.2,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,1.5,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,2.35,Y,,
PJC,2014,PIED,4.3,3.4,4.5,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,1,Y,,
PJC,2014,PIED,4.3,3.7,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,1.4,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.3,4.6,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,4.3,4.5,7.1,3.7,0,0,0,3.8,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,3.1,Y,,
PJC,2014,PIED,4.3,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.3,3.2,0,0,0,0,0,2.9,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,1.4,N,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,0.7,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,1.3,N,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,1.5,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,1.5,N,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,1.1,N,,
PJC,2015,PIED,4.3,3.7,0,0,0,0,0,2.7,N,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,2.7,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,2.2,N,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,2.1,Y,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,0.5,N,,
PJC,2015,PIED,4.3,0,0,0,0,0,0,1.2,Y,,
PJC,2014,PIED,4.35,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.35,0,0,0,0,0,0,1.3,Y,,
PJC,2014,PIED,4.38,3.33,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,3.4,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,1.15,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.4,5.8,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,1.5,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.4,5,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,0.7,Y,,
PJC,2014,PIED,4.4,2.3,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,1,Y,,
PJC,2014,PIED,4.4,2.8,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,4.4,3.4,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,3.3,Y,,
PJC,2014,PIED,4.4,2.4,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,4.4,0,0,0,0,0,0,1.7,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,0.6,N,,
PJC,2015,PIED,4.4,3.5,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,2.9,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,1.5,N,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,3,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,2.8,N,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,1.2,N,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,1.1,N,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,1.7,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,4.4,2.3,0,0,0,0,0,1.5,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,1.5,Y,,
PJC,2015,PIED,4.4,2.5,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,4.4,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,4.45,4.3,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.45,3.9,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,3.4,Y,,
PJC,2014,PIED,4.5,4.8,4.2,4.2,3.9,0,0,3.2,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.5,2.6,2.3,0,0,0,0,1.6,Y,,
PJC,2014,PIED,4.5,3.5,4.2,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,4.5,8.25,0,0,0,0,0,3.3,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,1.75,Y,,
PJC,2014,PIED,4.5,2.3,0,0,0,0,0,2,N,,
PJC,2014,PIED,4.5,3.9,0,0,0,0,0,3,Y,,
PJC,2014,PIED,4.5,4.8,3.8,0,0,0,0,3.2,Y,,
PJC,2014,PIED,4.5,5,2.3,2.2,3.8,2.2,3.1,3.3,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,1.2,Y,,
PJC,2014,PIED,4.5,2.5,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,3,Y,,
PJC,2014,PIED,4.5,4.35,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,0.5,N,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.5,1.9,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.5,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1.25,N,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,0.7,N,,
PJC,2015,PIED,4.5,4,0,0,0,0,0,2.4,Y,,
PJC,2015,PIED,4.5,4,3.9,0,0,0,0,2.3,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1.5,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,4.5,3.2,0,0,0,0,0,2.7,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,3,Y,,
PJC,2015,PIED,4.5,4.7,0,0,0,0,0,3.8,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,3,N,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,4.5,4,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,25,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,1.4,N,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,2.1,N,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,4.5,0,0,0,0,0,0,3,Y,,
PJC,2014,PIED,4.55,0,0,0,0,0,0,3.2,Y,,
PJC,2014,PIED,4.55,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.55,0,0,0,0,0,0,2.4,N,,
PJC,2014,PIED,4.55,0,0,0,0,0,0,1.7,Y,,
PJC,2014,PIED,4.55,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.6,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.6,6,0,0,0,0,0,3,Y,,
PJC,2014,PIED,4.6,0,0,0,0,0,0,3.7,Y,,
PJC,2014,PIED,4.6,4.1,5.6,4.1,6.1,4.5,0,2.1,Y,,
PJC,2014,PIED,4.6,3.2,6,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.6,4.3,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.6,3.6,2.4,0,0,0,0,2.9,Y,,
PJC,2014,PIED,4.6,0,0,0,0,0,0,0.6,N,,
PJC,2014,PIED,4.6,4.7,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.6,0,0,0,0,0,0,2,Y,,
PJC,2014,PIED,4.6,1.7,2.4,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.6,2.6,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.6,0,0,0,0,0,0,3,Y,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,2.9,N,,
PJC,2015,PIED,4.6,1.8,0,0,0,0,0,1.9,N,,
PJC,2015,PIED,4.6,3.4,0,0,0,0,0,1.6,Y,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,1.35,N,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,2,Y,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,2.6,N,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,3.1,Y,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,3.1,N,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,1.7,Y,,
PJC,2015,PIED,4.6,2.4,1.8,0,0,0,0,3,Y,,
PJC,2015,PIED,4.6,0,0,0,0,0,0,1.2,Y,,
PJC,2015,PIED,4.6,2.6,0,0,0,0,0,3.1,Y,,
PJC,2014,PIED,4.65,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.7,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.7,2.5,3.7,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.7,4.9,0,0,0,0,0,1.85,Y,,
PJC,2014,PIED,4.7,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.7,3.3,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.7,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.7,7.5,0,0,0,0,0,3.4,Y,,
PJC,2014,PIED,4.7,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.7,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.7,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.7,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.7,2.9,2.1,3.2,3.4,3.5,0,2.8,Y,,
PJC,2014,PIED,4.7,3.9,0,0,0,0,0,3.1,Y,,
PJC,2014,PIED,4.7,3.8,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.7,3.65,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.7,0,0,0,0,0,0,2.1,Y,,
PJC,2014,PIED,4.7,4.3,0,0,0,0,0,2.6,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,2.7,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,2.7,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,3.2,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,0.9,N,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,2.5,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,0.8,N,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.6,N,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.7,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.6,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.7,N,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.8,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.2,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,0.6,N,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,2.7,Y,,
PJC,2015,PIED,4.7,4,0,0,0,0,0,2.4,Y,,
PJC,2015,PIED,4.7,0,0,0,0,0,0,1.6,Y,,
PJC,2014,PIED,4.75,0,0,0,0,0,0,1.7,Y,,
PJC,2014,PIED,4.75,0,0,0,0,0,0,0.85,Y,,
PJC,2014,PIED,4.75,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.78,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,1.55,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,3.6,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,4.5,N,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,3,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.8,2.5,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.8,4.9,0,0,0,0,0,2.7,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,1.4,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,1.2,Y,,
PJC,2014,PIED,4.8,3,4.4,3.1,3.35,0,0,2.3,Y,,
PJC,2014,PIED,4.8,0,0,0,0,0,0,1.3,N,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,1,N,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,2.9,N,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,0.9,Y,,
PJC,2015,PIED,4.8,3.5,2,2.2,0,0,0,2.7,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,1.4,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,2.3,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,2.4,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,1,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,1.3,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,1.2,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,1.1,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,2.8,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,0.6,Y,,
PJC,2015,PIED,4.8,0,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,4.84,0,0,0,0,0,0,1.28,Y,,
PJC,2014,PIED,4.85,0,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,4.86,0,0,0,0,0,0,1,Y,,
PJC,2014,PIED,4.9,5.4,0,0,0,0,0,1.65,N,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,1.9,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.9,3,4.65,0,0,0,0,2.4,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,1.65,Y,,
PJC,2014,PIED,4.9,2.9,0,0,0,0,0,2.3,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,3.2,Y,,
PJC,2014,PIED,4.9,4.35,0,0,0,0,0,3,Y,,
PJC,2014,PIED,4.9,3.9,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.9,7.3,0,0,0,0,0,3.2,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,3.3,Y,,
PJC,2014,PIED,4.9,3.7,0,0,0,0,0,2.5,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,1.4,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,2.7,N,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,3.1,Y,,
PJC,2014,PIED,4.9,6.4,0,0,0,0,0,2.9,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,1.8,Y,,
PJC,2014,PIED,4.9,0,0,0,0,0,0,1.4,Y,,
PJC,2014,PIED,4.9,2.5,2.6,2.5,4,0,0,2.7,Y,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,2.9,Y,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,1.4,N,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,1.4,Y,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,2.2,Y,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,1.6,N,,
PJC,2015,PIED,4.9,4,0,0,0,0,0,2,Y,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,1.9,Y,,
PJC,2015,PIED,4.9,4,0,0,0,0,0,4.4,Y,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,2.4,Y,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,3.3,Y,,
PJC,2015,PIED,4.9,0,0,0,0,0,0,2.6,Y,,
PJC,2014,PIED,5,0,0,0,0,0,0,3.1,Y,,
PJC,2014,PIED,5,0,0,0,0,0,0,1.2,Y,,
PJC,2014,PIED,5,0,0,0,0,0,0,1.5,Y,,
PJC,2014,PIED,5,2.8,0,0,0,0,0,2.8,Y,,
PJC,2014,PIED,5,0,0,0,0,0,0,2.2,Y,,
PJC,2014,PIED,5,3.8,3.8,4.9,0,0,0,2.3,Y,,
PJC,2014,PIED,5,3.1,3.3,6.4,5.7,0,0,2.4,Y,,
PJC,2014,PIED,5,0,0,0,0,0,0,1.8,Y,,
