BM_vol,BM_vol_dens,BM_vol_dens_sd,BM_vol_sd,ESD_vol,ESD_vol_dens,ESD_vol_dens_sd,ESD_vol_sd,region
144.5714596106,160.6977879392,24.1287301956,40.5253115835,39.3845542585,40.8290042921,3.4999508004,5.4511666696,9879
162.1463093875,148.9672235775,34.7117261626,15.0765964935,41.3317409107,39.0567716312,4.4866168175,1.8334537965,43619
159.774927637,144.9536305795,34.8571647423,39.767686044,39.3128733576,38.697876658,4.184437203,4.6564218787,41216
189.4805103532,173.954560334,18.8939842761,39.3325745516,44.5738193524,42.5971558908,2.1270125013,4.3306374525,10408
189.7305713373,195.3443803517,28.1588733045,22.5204923337,44.6541555102,45.6327807051,3.5406147731,2.8054801684,14267
134.3331189291,144.4630296756,23.4291112539,16.5259869926,37.842337881,37.7188862108,4.0667007926,2.2350615679,27886
208.9499746048,204.3279820954,25.1440795132,43.7704012077,44.4010413773,45.2848464548,3.0699957933,5.4690164457,28847
183.7222440706,184.5419917177,16.1610095693,30.5134998542,43.7257220701,42.9188604135,2.0949217403,3.3230711652,6677
186.4127748083,170.0131503623,20.5426315289,32.7985884901,43.2992754802,41.2391165104,2.7353117707,4.2166839405,5375
162.0886153509,189.9529611203,29.5360445266,28.470614049,41.3113426728,43.127577038,3.2471080031,3.9531287376,22661
223.767430984,196.6641859251,27.8782686026,35.8178966127,47.5277991841,45.8307390495,3.6880411518,3.5743112922,14115
159.1951425626,124.7524176403,31.291745602,38.6423322654,39.9854509539,36.8424146234,4.4910325932,4.347552471,7251
531.8748238159,439.2838941455,68.0578872072,77.8039728997,71.4595885109,65.765674757,4.4879202304,4.7393737217,7805
316.1394838113,305.8112415978,26.8868926519,39.0576453591,57.751988559,54.7443880623,2.8456714042,3.3164843409,6067
319.4877619534,279.7291186657,30.0000897444,41.008097534,56.6557371421,52.9555997755,2.323001141,3.9658662624,23696
338.9183766576,301.1325600558,48.4818845148,52.0871840304,58.8801452285,55.5082975612,4.0198192801,4.7035244671,32875
160.6029430857,137.5961116266,29.2667022382,31.5390603448,40.8974676633,38.4673505775,3.8104353179,3.4148289899,17120
290.212641957,232.1000127595,32.3532711169,27.018515921,54.9143103037,49.328999576,3.0844438734,2.5596159304,13057
488.9202437801,401.8053983505,67.4718435845,77.1907307711,68.8895614974,62.6794861405,4.463255401,6.0483598115,4565
103.3675286025,127.1667123281,39.8075458363,17.347155159,33.5849433291,37.0273757391,5.2262311622,3.042451066,1879
242.7997514988,231.2044556912,18.2859111514,41.7615260675,49.8919321512,49.0399188011,2.4549944056,5.0935778519,8118
121.680342246,143.8964737031,32.4166287151,23.9061016688,37.1726874398,39.2849970866,4.3608441646,5.1477020812,32879
183.4958240982,214.369894736,52.5526695317,49.1191355734,42.8822744432,46.5446897691,5.9956023112,4.8927378896,18300
193.1346577376,178.3655331025,34.0937575374,39.91463152,43.4548034373,42.3715693841,3.1878114066,4.1622577054,14386
121.3045887558,139.8107316779,21.1360737021,45.675095405,36.2249501692,38.0704030733,2.4487405975,5.9919090293,15445
162.2021310017,167.7970321589,43.7052193699,41.7046672528,40.9527572572,41.4782591753,5.8578315874,5.2890342888,18194
118.1962803794,127.5322531493,27.9600051169,36.7951468332,36.063237345,37.3988628945,4.0544268989,4.6690525021,21308
325.5224652526,304.8880187671,46.7800973097,63.1708098231,57.0808937913,53.7014180373,4.8954217648,5.6167329411,26285
181.5184794162,170.5744937526,36.4886247128,52.9884854233,43.0144307039,42.0955133492,3.9194169657,5.4734306758,17480
292.4012723355,271.173097698,53.4419982305,28.0188644348,53.8330610742,52.3960001815,4.5293276859,2.7873402585,13817
139.124834297,161.153861692,24.1191765042,43.7352468736,38.0217862824,40.9717965084,2.7503440209,5.6279653999,28618
1080.7225770711,925.7672136011,66.3795928335,126.8950896148,101.3086027825,95.1576170683,2.9738880899,7.0533657914,7735
225.4269990773,194.9579498317,24.246573467,43.9623687747,48.1490631641,45.1404445623,3.0836709108,4.0831873769,9827
178.3662586407,152.2397533364,26.1321205694,35.2557221414,42.134942306,40.0223829466,3.9831954619,4.6871083074,5560
146.059462335,137.3125906959,39.9041851199,36.6851431586,40.1762992341,37.9648747242,4.6702682956,5.3491548241,28517
174.817550354,126.6301850149,27.1372876745,28.6695238397,41.2033037874,36.7498883707,3.1703596036,3.5991189924,40607
184.7343581036,195.7682702725,23.4910352342,31.7976048215,43.1095704229,44.6628005434,2.849683017,3.751738086,8042
149.9706607447,149.5040087814,22.0431428919,23.9975838601,39.5667846369,39.8713520967,3.4360938837,2.981490985,37836
147.7741907398,137.8278861336,14.0452157614,43.7098760046,40.4215786816,38.9139895992,2.0190519537,4.8829365968,4430
208.5593601569,190.3742575618,22.5333491571,40.0288721158,47.1782974394,44.1090474576,2.8157180903,4.6494027957,5291
187.0669123788,178.9072211911,22.5652346258,47.0858916559,43.586994303,43.0921177263,2.8078591057,5.5118921572,14050
178.3274437993,158.6934396216,33.3720130614,43.8290160964,42.1745359408,39.8212491569,4.3666315152,4.9957720221,42487
185.0835259624,147.466512928,32.2288417063,38.4069778328,42.8327438005,40.0456864693,3.7030374424,4.1298584852,16097
117.9240704116,127.7702446968,15.8039086162,23.4271074887,35.4715149206,36.6246987729,2.7249888513,3.3513419404,43093
173.8300563855,164.9168980906,16.2456161543,48.4282250854,40.7061489757,41.3129794244,2.083092674,5.7822959806,43894
182.575856993,151.3975542351,32.6242004963,43.8536356378,43.1015642684,40.9119151698,4.1921084748,4.9184967075,6412
149.6877600168,140.1150915879,38.9891205117,35.6918205651,39.6332500354,38.9942509617,5.5254574878,4.6576967343,24418
210.5841608941,169.3544989034,32.5456583522,51.4149050238,46.8065774199,42.1091467027,3.3675978914,5.6957534577,14158
212.955548385,198.6430234033,27.1939995285,23.1458996954,47.3680410234,44.9533524992,3.3695619798,2.6073959713,11519
193.1163927679,184.6981406615,19.1581974447,34.2006480846,43.2013021295,43.4040716632,2.4524442902,3.8575636783,4725
171.7618793971,156.8234974034,32.7944660216,16.5563910888,41.9638507992,39.6013727983,4.1923156635,2.281924441,6051
196.1304156906,234.6019677984,36.5149835321,33.8453701984,45.8423074814,48.2920263737,4.2662850276,3.5274578793,37995
271.0067571222,212.5074411142,34.8835117594,51.4047024622,51.7589965405,46.5948025751,3.5550828205,5.2307146424,10786
442.4548084065,420.0581708449,41.1845315319,55.110964346,68.0842633917,65.2889791361,2.6102136724,5.2231444251,9295
223.5897354639,195.947134402,21.4272458762,41.0689285688,47.7759408324,44.299027861,2.5037937756,3.6169008959,10867
306.3142516296,290.7194208204,39.8719274468,33.4446095028,55.9871164953,54.4258016014,3.1380637434,3.1373649013,2400
264.7028521343,290.1310162655,42.0790158022,35.0596452524,52.2476770214,54.06490024,3.6506853192,3.1105791753,12177
216.6828728581,190.5474654583,48.5157054463,28.408912605,46.5250561518,43.6026002604,4.2843584807,3.9832167721,10475
137.4676205992,127.2959819286,20.3121868629,20.2047149303,38.3813611296,35.9901007106,3.1401504125,2.7519860058,33348
148.6795348682,128.5835939249,21.7740905539,32.8134599902,38.8661643078,35.8368276631,3.3217186293,3.8614748157,10292
164.4472180335,175.0578606354,20.8940774394,22.2509216192,40.4071819177,41.7419499674,2.6945185294,3.1005963954,37014
191.2857969508,167.8716076178,37.5705415324,34.30283689,44.3487815066,42.6072844923,4.2877714606,3.3707009023,5218
110.5856382665,119.0273423919,35.6933552008,21.7530939735,34.2293918673,34.3784834128,5.0343889209,3.7648366993,24050
173.1626646572,167.1758817447,22.7982957294,22.6907433705,43.4055671724,41.5375920904,3.0790275109,3.8757905469,16424
134.1699014367,134.4204622535,13.2223717591,28.8193689566,37.1021587408,37.0450087337,2.094093821,4.3555553809,43825
251.8701032007,254.6575266819,34.0520115829,40.6841501776,52.0296901936,51.2197798486,3.6484338653,4.2846620717,13425
166.7866863157,151.0109392797,29.2215043776,44.9156662496,42.0939893315,39.9863861694,3.4952693569,5.7242272523,8668
194.0835010241,211.0485408659,27.4383817844,37.6308648159,45.7408999594,46.5219954062,2.8926867227,4.0847531142,11595
129.5580225988,144.232716179,32.9896710905,28.6421671287,37.2968829945,37.1832973672,4.8670008147,4.2031473546,9521
236.3142617316,237.9171662376,34.3474357108,49.0158598646,50.0334046435,49.3702837456,3.7607256286,4.7442389183,11905
218.2331501463,208.0798963769,46.2697527298,23.6343356967,47.8657375112,44.9951020964,4.2044114492,2.5047500157,8164
261.5779052998,238.4349272023,22.0722947637,28.2563125042,50.7377629427,48.9621236337,2.4814031819,2.9256317205,8165
233.2980134803,199.0101081902,22.2268384159,26.7938984202,48.9705264479,45.9116594098,2.4489322678,2.6565677903,17851
185.4656319512,175.5271020432,31.2153786592,35.558337797,44.5607260092,44.1671384539,3.7466069909,3.831109976,40966
232.0548031799,181.3821185571,22.6043631463,52.5607610882,48.1989137857,43.7927752859,3.0500708677,5.5462055615,4456
160.1172108209,157.7143239921,22.6538392554,23.7874754569,40.7682810341,40.585301689,2.9527910753,3.9062798156,34942
131.2273612824,123.5586337875,24.5965741831,25.4071811283,37.347212465,36.396140182,3.4082969064,3.8248304176,45131
317.5729531592,284.7091632936,48.9610727825,30.7664171125,57.3094327278,52.9312973724,3.6395450573,2.2239181694,15775
282.0537613323,277.7689644591,36.3619805669,33.4128874876,53.5196505662,52.4051660699,3.224400062,2.9934565695,13541
198.7138951963,196.8579761964,25.216833622,38.9046250879,46.9829427308,44.9417212956,2.4833582261,4.6371248211,13154
129.9371218559,144.9956380991,33.6273780648,16.0802451379,37.6229102514,39.2894575197,4.2381326913,2.7193063346,14340
158.1024942487,170.6287253085,33.1392951137,40.4169182284,40.9834559062,41.2910634091,3.4566413954,5.445464676,5632
172.4555863407,174.1943742914,49.6407716551,43.0536678019,42.0396598711,42.7266021249,6.0458456187,5.0959524715,18423
180.1554203625,196.5200728842,32.3694451454,27.4581468984,44.2076882845,44.4530530147,3.4898861046,4.0005111435,6072
446.4340918892,345.7556455975,44.5213365202,57.7479550825,66.5159561044,59.0761813054,3.8571568332,4.4350970404,11469
349.3932768247,290.5279173682,47.7119704012,67.3381330914,60.1306410474,53.4505137597,3.8132867971,5.3747422069,23117
185.8357389696,188.3627880373,31.0355565794,51.2179220659,44.8127281796,45.0809200574,3.4474592885,5.4779146906,5663
313.1838822645,271.3832642554,35.4681665841,44.7766854491,56.0196533841,52.9409736223,3.040765662,3.4628268078,10437
268.2504177513,265.403248578,17.4832390134,41.1017197327,51.1562529206,51.9890299955,2.6504041736,4.0939644916,6702
570.7253188125,487.9816290952,45.4947730061,41.9345141588,75.1569557076,69.334909107,3.9102534218,2.5673488062,5625
252.3492813329,250.1827629506,34.3908627812,54.5296477363,52.3197792185,51.3552659547,4.1139712038,5.6652766334,8251
157.0937645238,158.8055976903,18.2325755102,23.4574625243,40.0011370049,40.922962794,2.2756520254,3.0186248606,17093
189.279791445,128.0998567877,21.6918793956,26.9166456283,43.6643108081,37.5534676665,3.3885091502,3.6666663861,33050
260.7622357606,224.2041121248,48.0042400834,36.4696004076,50.9248713406,46.561453416,4.6588768363,2.8817482476,9450
153.5923424691,138.0745599134,26.6861460097,29.9294095433,39.4388741282,37.6275132508,2.9100455361,3.2019367043,6426
134.436589264,133.5387718891,36.7233597438,26.4917388346,37.651105526,37.6688729436,4.9226897258,3.5037910692,39363
251.6592487423,240.7559510803,41.1942245786,51.5298845872,50.5737570938,48.9767783424,3.7632134377,5.4485041365,15565
121.9794508375,125.0341100604,31.4422419108,21.4414132587,35.8015299809,35.9142989165,4.1552360183,3.251088497,20455
588.8595011512,478.6467453077,57.5809759702,66.8530587617,75.5795225346,69.3884439811,4.0213207799,4.4345310822,10447
275.3023621204,277.2424387855,49.3527749433,52.8961094999,52.340157552,52.6222415933,4.1912833213,4.8310696444,41714
159.3810067652,135.3175071364,27.8146726167,50.0008954897,40.7394891179,38.1402096743,3.7638298597,5.2742203984,6119
176.2430078204,155.9665306861,19.8448734408,36.1981332435,41.9020824706,40.3534798057,3.2557824632,4.4988288281,44393
122.6526873025,144.6619557313,23.5996628326,21.1559876467,36.1448812779,37.8564698241,3.5113758296,3.3558083555,15245
232.0094062673,217.9818255733,31.6947410907,51.2178797364,49.0474696491,46.3817891384,2.964309285,4.5092849562,5040
320.7151844931,314.290318166,27.8691598641,38.5857935802,57.5647604316,55.9261899751,2.2774138235,3.0395654443,5783
147.7927294589,129.4249758147,25.8643886738,29.7531123445,38.7014563127,37.5366888754,3.6452570476,3.940344213,17963
250.2792627474,231.0819720978,46.1465344004,38.405489737,51.1917529794,49.0420891937,4.0474336307,3.3839775197,13318
136.0103692993,155.1141409477,24.655736438,47.8311123848,37.0100417363,39.7706924151,3.0467415419,5.2148354943,6257
146.9863371745,134.3646121512,25.1728411117,28.3016914534,38.5241056374,37.6581188736,3.4985155825,4.5250391665,17764
142.7868864255,129.2112136922,25.5070484498,30.0346709076,38.9743077863,37.3008798725,3.8203179854,4.0187259415,3912
119.3671035288,148.5872857555,34.7231723246,28.5883263069,36.8382422385,39.1848892355,4.31691034,4.0500813312,41708
188.9963298153,152.8934353958,32.3405188424,19.6714845674,44.2903036477,40.9417793366,3.8234935969,3.2681611929,5972
127.3748393937,169.4441436584,34.9131445207,36.0203511955,35.8583776788,40.5952261222,4.4919642825,4.8451612662,19244
138.8196447949,141.4651209497,32.359895091,29.0300533994,37.8442615336,38.1977775759,3.6210708679,4.2300637,2098
198.4419755717,168.9756490571,25.7811034012,35.9900013369,45.6478291826,42.9741705679,2.949139114,4.13412635,7311
175.52551406,140.1771979057,34.155380263,27.6334161124,43.3502730909,37.4020007429,5.0537308315,3.4416223167,43479
261.4167398776,270.4008340699,39.9053278515,24.6937159766,51.0345180255,52.7987789121,3.9889793734,2.1203262222,36984
753.2174294462,661.9566429069,46.6082645985,61.7801146946,86.1326421381,79.9321376535,3.0956703123,4.3745519155,5217
135.2714449956,125.40127025,21.1286781577,29.6856414652,37.8907980802,36.3705579167,3.005159891,4.1721302945,37599
160.0575237471,146.8423149607,28.6148128872,46.2281631081,41.1237672597,39.3773817014,3.8039848291,5.0938396467,10803
175.4610714727,154.9347482357,15.86990598,14.9936747543,43.1105054482,39.5009773793,2.4361626162,1.7883031684,11966
238.9826878471,218.0046734462,39.4903687188,58.876663782,49.0396639061,46.6843673289,3.8906308631,5.6387454406,6118
124.3030348907,119.4746082278,27.777379765,21.0227776003,36.4065861908,34.9240043794,3.4704644352,3.1111365987,45
143.9103344791,163.7559458745,22.4860350644,31.2734115753,38.2267089076,40.0472394374,3.3081688518,4.1022397105,30661
172.5796496343,185.2275648008,21.0152794517,26.3989534454,42.7700407713,43.2626631104,2.5622016008,2.8990620935,42705
140.9690411442,127.7633819146,28.3461429499,25.1870748939,39.6558172947,37.8686742039,3.8913942267,3.6429109237,50340
192.4826211652,164.087414327,29.1359860873,23.9037229858,44.6803154227,41.6176565967,3.6733637382,3.2645685466,42404
171.4235929437,171.1915656608,41.0692798095,25.4518489747,42.2117716529,41.9867380765,4.1410670637,2.87289991,17287
356.8202036795,275.1881449545,49.0072677033,38.6540085475,60.4245525337,53.4057172148,4.8940013382,2.5861865647,7483
315.0174533399,256.1028900543,36.0651002079,40.2134188678,55.6954778814,50.8497159439,3.987027031,3.018128377,8943
241.414561357,229.5598999827,24.9083438473,65.5192904807,50.8594310293,48.7203147691,2.1971146637,5.6464669162,5913
187.9146463894,212.2627778245,33.2024841454,61.0721473033,45.134552665,46.0897127497,4.0033701718,6.1241644617,21286
396.6636990113,345.8375403294,28.4915328682,54.1150862383,61.8491702934,58.7289475485,2.3448508452,3.9614042924,9850
168.8782258972,189.411017955,28.3436090444,24.0892682597,41.5528542824,44.9682068449,3.6907779879,3.608369057,4749
232.1899414451,207.0061027217,43.5736559366,30.6957964878,48.8501462286,46.3101457055,4.6415194255,3.8715003061,39866
284.7738656466,218.9993479348,35.1513855954,49.6157118468,52.3261118013,48.7302158021,4.3474379253,4.9853786407,14956
271.8597198517,223.0212841996,37.8042391934,31.5075091776,52.3528026653,47.7363583464,3.4920038071,2.8938918376,2779
185.5983750717,156.2367034744,26.6547364229,35.3597489022,43.4322884293,40.5994276826,3.9694379789,3.9250923571,26433
153.8087833362,140.6351919904,30.9447586229,29.6617462199,38.6050477093,38.6691395366,3.88913482,4.5973360988,29969
244.4108278047,231.2323282784,30.1258570194,25.9906379221,49.8336391202,48.9788834654,3.2164621641,3.2160322808,42939
264.8146719947,293.2024886019,37.1887858864,54.8671139067,52.2586766808,53.3642561676,3.2580579115,5.389103903,8183
166.6215421345,157.097579927,11.6098064961,50.346389507,41.1831249355,40.3938509211,2.0378932174,5.628820703,39751
136.4866140984,146.6121248345,32.7074227391,37.5587379501,36.9229618036,38.5037532107,3.9318665078,4.1543241042,16790
165.8714028638,145.7846976006,21.4697701701,51.7780074646,40.0616540882,39.5102050784,2.7447587842,5.3442780822,15230
575.3096380302,511.9605498162,54.6507015677,38.5531848806,75.0118347823,70.3534125187,3.5061443247,2.6430156201,14923
144.157030434,148.7506026851,21.872764851,31.13422856,37.9702715811,38.5132007016,3.7288982388,4.2417262562,10397
304.988986363,309.0962660252,29.1171546179,62.0162191001,54.9341129804,55.6455200947,2.6125176867,5.0027741895,42647
174.5328849346,191.051865101,31.3379461814,44.9235211747,42.9919869762,43.4112038192,3.5138576937,4.9547475196,18059
419.2060443489,343.0598514436,55.0049215379,43.2789628803,64.7748127748,57.4788530647,4.3075451622,3.2076594547,16132
311.9057229913,267.3331960516,34.4314119431,53.0839095451,55.5867436046,51.3593849865,3.7161051116,4.6648682348,4629
114.1235944052,101.5981701402,31.7184031116,20.7880450635,35.1046656718,33.4711208993,4.4639364589,3.3736955505,1498
178.0681273863,129.907161269,33.8987657656,50.5271841963,43.3061955049,37.7401788932,5.6041488906,5.1185374632,10232
199.178280917,167.6160881299,15.3067535444,28.7925764268,45.0434817251,41.6596002226,1.7640907567,3.2732921843,6633
165.3806684447,184.0701290308,44.45133487,46.0996442149,40.3054000783,43.6862878933,4.6765210928,5.4791130782,43341
179.1488554264,177.3979923124,33.6051393467,24.5286955701,43.3627264667,42.7817011812,3.9542316479,3.6020495026,26197
135.3004458517,119.7733293772,15.4145202575,18.7581809733,37.3889649121,35.0397860016,2.5992873303,3.6015769698,30368
159.9285462287,133.4078888565,22.1653798934,22.7989876901,40.6434246212,37.4892312633,2.4853635522,3.1743206517,29563
186.5575500277,180.5452082358,28.3430176479,24.7848759229,43.6603413919,43.0020172407,3.2757177866,3.0114376212,12176
232.1189606666,214.9323895336,22.0919381718,33.9402891831,47.9914341972,46.1118411345,3.0396531631,4.2045342082,5514
137.1761327794,142.233473013,17.2947965556,43.7321682747,38.4750766543,38.2807144319,2.3043283091,5.4460197674,21878
575.2842837137,471.8076770502,40.9355811362,82.8890545656,74.5661287574,68.6546686824,3.0079524675,5.1503795584,10157
178.5567798019,154.8085251183,28.1246102102,50.8505861334,41.7848041955,39.9884470673,3.73707584,5.6386595596,28243
310.2858241758,321.5298524653,44.295496842,43.0414340646,56.281944553,57.176821965,3.7449067798,3.7915834904,8453
137.8147328193,134.4255828549,23.8636838364,34.9089724219,37.2098007276,36.000159474,3.8185990291,4.4573369036,39266
218.1125224174,210.6096499494,19.3068445037,20.8134274743,47.7897676851,46.1116586691,2.4055491844,2.9324522109,4611
169.4444338128,116.9129969957,28.4485193047,52.1384403473,42.0327492515,35.3821304199,4.9120053602,5.5309262761,43037
160.9666582632,133.9130539519,30.3596227025,40.3652242886,39.2324681118,38.8216925379,4.1672002979,5.2951749596,40553
131.205325235,136.1527522135,34.5287601884,45.3314244828,37.3705377062,39.3055695514,4.8936903339,6.2895690995,8836
275.2377708202,294.4616223948,58.2028429677,44.5203557203,53.7208299436,53.9412499343,4.5053243181,3.5938112489,5484
196.9724353813,190.4513267501,22.1978113211,39.5742584902,45.5699357383,45.3457117333,2.4491083799,4.5653803927,32305
171.4119743498,170.4637075144,35.4966611519,32.7091313725,41.2256167197,42.6361014261,4.0870099744,4.0649568147,9980
146.0039414675,136.680931173,29.8603974309,29.1852920476,39.8791068314,37.2519818608,3.9953063645,3.4958266945,13217
418.8759031034,389.9110120475,64.1719251631,62.3048852661,64.5794697857,63.0725777747,4.541538362,5.401169101,5541
138.1556588824,109.3708378972,22.2296337902,36.4168284726,38.2691089863,34.8955142765,3.537849346,4.8186688675,34295
134.9604283851,149.2243268884,24.2413566665,40.7282705851,38.2909513355,40.0254870553,3.1681858638,5.4101649129,8737
503.9731337962,407.9167608843,40.1038205984,38.8993750589,71.4577821989,64.4486420149,3.319175721,2.7573912544,8142
197.4379969183,136.4926723981,20.1449668136,51.6788650632,44.3346769566,37.1085753536,2.271609885,5.6228699914,3859
278.0047146126,228.7664778922,21.3335102823,31.3857711805,52.9377922751,47.8895366366,2.2348695546,2.3968492642,11303
206.9353849769,213.7093358283,34.5804188167,47.6158950989,47.9966591989,45.0452877307,3.9920742192,5.3339754039,24188
236.6105857223,198.2860415793,14.0375421308,37.4147512425,48.0505012033,45.0509066855,1.8133984285,4.0378540958,16380
145.5200530379,129.3675546206,35.973953035,37.8524961221,39.0637104232,37.4872244544,4.6593523918,4.3508243879,9853
165.7645398456,140.5534729375,34.1054169675,28.999726279,40.9495596026,37.713189801,4.0772232646,3.2568561841,24868
225.7683586315,222.6694455009,24.3842576749,25.7658385658,47.272455747,47.6582403042,2.6078564665,3.3150316106,13545
150.1900722177,154.0512670103,28.0158723476,45.9330181975,38.6414306834,40.6946007557,3.1469755883,5.023427946,14519
136.1591535385,116.6711810367,18.5568024012,34.5422474431,36.1804695888,35.4387704616,3.1646395614,5.0518290392,34447
174.1606989195,170.2235498238,46.1841170385,48.054547234,42.2347295212,41.8453950882,6.0510979281,4.8866890108,22427
138.7983616911,126.8082000803,27.6024845307,25.1569571239,36.9044420686,36.294100106,4.442213405,4.2114301255,41517
133.1113365897,116.2217674871,39.0826133499,18.5032275982,36.5189745976,35.3266595922,5.0995491525,2.8133097167,14413
160.6946687658,147.5993526052,29.7473038425,37.210826412,41.1171790949,39.4345992527,3.841395997,4.7383084504,6649
174.0284983105,165.7923269621,25.3024561119,32.4711771679,42.0700803859,41.581668651,3.0739197116,3.7512948809,15735
247.953227456,223.0486017595,34.6435388125,39.3412611552,50.8470982065,47.865631207,3.3680677026,3.8266042807,6659
368.3936391166,299.5462674843,22.6584327256,44.4075450243,60.5510921082,55.2778763395,2.5306060908,3.906345855,27344
137.1088990428,136.9112896526,37.0344954634,25.9151380105,38.4397028815,38.3338911448,4.6497817751,3.007088354,27086
242.2550879886,210.0498560653,30.5221327683,23.4313329001,50.2173866124,46.6633982681,3.6080368926,2.8900907706,6992
140.4845730223,169.46990488,45.9059700682,36.4482431306,39.220376386,41.4703220337,5.1570709546,4.9248989173,20372
170.2519306823,164.0013549554,30.6098188297,36.8924450963,41.5192571697,41.5091394772,3.8099190451,4.4510557323,8231
174.1127884604,180.2697386758,32.6212729915,26.0514525309,42.7978434386,43.3802297328,4.5653768115,2.8794385921,22307
270.1946661976,264.2990314293,31.9479021387,26.0798671786,52.9901200479,51.7809884729,3.1441001229,2.3523164998,7929
264.6669436641,210.9385101043,35.0438887999,34.7668626017,51.9405381032,48.1262046855,4.2478966564,3.9122082333,10128
186.7891884295,185.6223576161,38.9964881944,30.3307696347,44.0743064059,43.5328903899,4.7294826245,4.0909643364,6671
214.3744957964,188.2446899934,24.9164035197,21.5177155554,46.506728763,44.9862362593,2.4994888963,2.520785193,15158
160.2076645189,133.1604030756,35.8819490704,27.2048042339,42.0268546239,36.7963660519,5.185867101,3.2979042939,19368
122.2966827494,134.0363396423,18.3681490756,28.2168196267,36.1566540926,36.4887251692,2.7773802564,3.9916580957,38215
187.5431742031,163.8797922518,30.1623420307,46.9143690824,44.4532535478,42.5017780744,3.5389999162,4.9143290466,5781
162.2778729354,146.971395611,36.8055291105,22.4861506905,40.131493654,38.9489025725,3.930519498,2.9621387657,27717
145.9019264297,128.7415531102,17.2839012485,55.6201004559,36.5611207205,36.5524928179,2.8350170543,6.307373893,36953
174.1309918641,167.5769726498,19.8561418594,19.0379874648,43.2943785864,41.6989488539,2.7349922538,2.2692661523,26435
173.4834572542,167.6917700428,28.9131298383,58.7654443572,43.2952245807,41.1120071743,3.861046276,6.922380125,25861
129.3232966521,129.3270015364,41.1670561471,22.6126296234,37.5624208268,36.6743132655,5.2945415211,3.2798565889,32753
144.5152458801,145.9377241833,29.3493919346,24.0327406735,39.3502574982,38.3971130286,3.1699750421,3.3513492674,26757
279.7726066788,211.1173178412,45.147398285,52.8769934451,52.0065856457,46.5117136816,4.2278227571,4.6598996753,17960
432.4586490613,407.6927182465,26.6660738225,57.9022017398,66.9509956442,63.6360774451,2.4349728269,4.9838583916,13317
158.6323262346,144.6709408044,23.9203890226,73.0792184304,39.3818773301,38.641678837,3.5723566287,6.8285569787,44529
285.1526344306,269.950155712,42.1784903763,41.1334916236,54.2730596279,51.8150419322,3.8590264207,3.9768408799,15878
151.8005156523,119.3886771059,21.9843658147,30.1515499631,38.7553837331,36.7351641194,3.1492351077,3.6346557336,2833
278.3065413299,229.1679514108,23.0790062755,37.7295070655,53.008858453,47.8944714185,2.9263422136,4.2980122665,2140
178.3186709802,153.5995136718,18.5665884278,32.3973042463,42.7895873879,39.3543573887,2.8210109189,4.298152042,8080
237.7698481855,208.3397942595,27.3945004026,31.4289701885,49.0680443616,44.6239337722,3.5323370911,2.6948964846,7083
165.1406130777,163.9148985801,23.301162405,41.9934351223,42.3910395282,41.1509105217,2.9033794402,5.2915262561,18334
146.6447777472,127.8191699686,21.1990937454,28.1999128358,38.0899181802,36.445844639,2.7168688347,4.223872222,10269
268.3129191315,261.9276592537,42.4000488258,65.8218625957,52.2004211229,51.1524057765,3.5783765518,5.7171622769,16496
159.7583792978,119.7865630473,12.3543663927,33.9516722773,40.2962768021,35.2938059753,1.9824524754,4.5336290989,32872
157.4493720922,159.9426207933,28.805721888,26.753598538,40.6571148209,39.9074592692,3.761167942,3.2270212357,12218
119.4951933333,143.3583220677,37.5127791085,37.0186592144,36.426118266,39.8548428803,4.8018400774,5.8372553594,26049
162.3838585432,168.6381460264,25.2364684223,31.8479306129,41.8056251331,42.8521275022,4.370219084,5.7564447697,41469
286.1683582399,291.7681429434,70.8586703619,36.7636378085,55.0195288067,53.1801113808,5.2218751919,3.2373107495,7890
213.472155231,210.106611307,31.4888753756,42.3597346013,47.8911138966,46.8043493808,3.0033806573,4.4780720746,7863
181.6635132484,187.0557636091,31.0612307729,54.0014632984,43.5784762242,43.8006238713,2.9163182798,6.6223072062,6283
159.1144882901,160.9461412277,17.5073525114,32.6781240589,40.3877065966,40.7090258717,2.5042947514,3.8341915014,9445
136.484979244,117.7579727476,18.5192223085,32.8040026469,37.254658691,35.4474403683,2.2801553492,4.2058121741,34082
221.4107323879,186.7625359462,20.3782562706,39.0466322568,47.080818195,44.3858562399,3.1270022859,3.8344493513,17091
161.2936335433,153.8013801468,32.216485417,22.5048553184,41.5051432022,39.5630925686,3.3606108848,3.084631759,42754
250.2898624833,226.9237602582,27.3274012231,41.0248070882,49.6474333535,47.1927532087,3.0700157509,3.8743435783,35960
223.3819925545,218.0966911649,45.5877480259,20.8079296843,48.2030513479,47.2555644921,4.1504434004,2.3905794396,9267
127.2963697452,131.9361119317,27.3169921264,22.1343866803,36.2526143683,37.4314157643,3.7422893102,3.216410701,39468
143.769267959,137.1149019625,32.7719603589,23.8899716641,39.9601883502,38.419589344,4.582336578,3.3775819443,27572
150.2097252028,129.5752374242,15.4800829576,38.9065557371,39.2777450101,36.7026954907,2.0414043139,4.446633702,6888
322.4618232006,285.3379043946,42.819733422,28.754206826,56.2265653884,54.6929209068,3.8541546888,2.5739104705,12876
